image_id,prompt,category
sa_1549179,A white building with two gold domes,dci
sa_1549180,A scene of a parked van outside in the forefront of a large mountain far in the back distance. ,dci
sa_1549182,A very crowded city of small colorful buildings with a much more modern line of skyscrapers all along the horizon,dci
sa_1549187,A view of hotels and casinos with lights on in Las Vegas. ,dci
sa_1549188,the front side of an old rectangular building with pillars going across the center is visible. there is a tower in the center of the roof with a spire. ,dci
sa_1549191,A woman is holding a flag pole in front of her. There is a banner directly behind the woman. ,dci
sa_1549192,It shows a view of a busy walkway with a lot of people and buildings to the left and right that have stores and restaurants. ,dci
sa_1549195,Several food carts parked on both sides of an empty street at night next to a light blue building. ,dci
sa_1549196,A train traveling through open fields with large mountains in the background.,dci
sa_1549197,Female students are shown speaking out at a school in Indonesia. ,dci
sa_1549199,An old concrete bridge stretches across the middle of the image with a large castle behind it on the right side. ,dci
sa_1549200,A toy airplane has been placed onto the ground of an asphalt lot.  ,dci
sa_1549205,A modern city nestled between the mountains and the water,dci
sa_1549206,Many people are gathered together. Some people are wearing all white.,dci
sa_1549208,A brick path straight down the middle with people walking towards the foreground. On either side of the path which is quite wide there are low raise hostas thickly covering the ground with tall trees sparsely but evenly planted and white light poles with round white globes on them at even intervals.,dci
sa_1549209,A street is visible with a white fence beside it. There are several trees and buildings in the background.,dci
sa_1549211,"A garden in front of the buildings of the government of British Columbia, Canada. There are many flowers and plants blooming around a plaza. ",dci
sa_1549213,A female child is seen riding on a tricycle near a large field. ,dci
sa_1549215,A woman with a flowered headband on her hair in a garden. She's dressed in a pink top. ,dci
sa_1549217,"An ornate church building with dark roof tops on the circular building sections and a brown rooftop on the square building section.  To the left of the church is a black fence, street, and a row of tall buildings.",dci
sa_1549219,Old home on a hill with tree separating a modern building with white letters on the side. To the right is a glass square building.,dci
sa_1549220, bright day inside of a walkway that is in between two busy roads,dci
sa_1549222,A bright room that is all brown,dci
sa_1549223,Religious man standing at a table with men on his left and right with a cross and red curtain under it.,dci
sa_1549224,It shows an aerial view of a city down below and then a waterway and a strip of green land and then more water. ,dci
sa_1549225,A bright white room with marble walls,dci
sa_1549227,A bright day in front of a wooden building,dci
sa_1549229,It shows a picture of a bright pink flower that has a lot of petals. There are a lot of leaves behind it. ,dci
sa_1549230,Stone wall with ornate design inside an arch. Above the arch is a wall made of bricks.,dci
sa_1549231,A bus is traveling down an uncrowded street,dci
sa_1549232,A bright day in an alley with stalls and buildings around,dci
sa_1549235,"In this image, we see two cars at the bottom of a yellow background.  Between the two cars, is the word ""Travel"". ",dci
sa_1549236,People walking between a variety of Asian stalls.,dci
sa_1549239,A bright room with a dark green christmas tree in it,dci
sa_1549241,A close up of camo and a patch,dci
sa_1549244,"Four cars are parked on a gravel lot. A building, and some trees, can be seen in the background. ",dci
sa_1549246,Open area with a statue of two lions and a man in a loincloth over a center pedestal in front of a stone column in front of four fenced steel columns. There are multi-story buildings surrounding the area and there is a lady walking in front of the building with roman designs right of the statue under the cloudy sky.,dci
sa_1549249,"A stone building, possibly a cathedral, with a domed top and multi-level roof. The building is surrounded by trees and the columns of another building are seen behind the trees.",dci
sa_1549250,A look at a woman in a red dress is seen outside near a docked boat. ,dci
sa_1549253,There is a large field of yellow flowers. There are people near a small shed.,dci
sa_1549254,"overview of a city highway and overpass near many buildings, one of which is shaped like a pyramid, from behind a window.",dci
sa_1549255,"The image depicts a large, older looking bank building in what appears to be a European town. ",dci
sa_1549257,A person is standing with their large black dog in front of a small white table with small bags of dog food samples.,dci
sa_1549258,"A street lined with cars and buildings, with two center red lanes",dci
sa_1549260,A man dressed in an ancient uniform is surrounded by quilts and banners.,dci
sa_1549261,"A group of four people are gathered together in a large outdoor area. Trees, buildings, and more people can be seen in the background. ",dci
sa_1549262,There is a design of a bull in the side of the plane. It is bordered in white and shows him with two horns charging. His tail and legs and face are visible. ,dci
sa_1549263,This shows a painted ceiling. The image is pointed up vertically at the ceiling and chandelier above.,dci
sa_1549264,A group of four women are gathered together in the foreground. Cars can be seen traveling along a street behind the group of women.  ,dci
sa_1549265,A brown brick building is under construction between two brown other brown brick buildings. It is a sunny day with mostly clear blue skies.,dci
sa_1549267,A building with a great deal of green trees and plants in front of it. Looks to be decorated for the holidays or possibly Christmas.,dci
sa_1549269,A row of ships  are lined up on a brick covered ground with other smaller boats grouped together in the background on the right side. The sky is light blue and mostly covered in white and grey clouds.,dci
sa_1549271,a runner wins a marathon by running through the finish line ribbon as the crowd in the stands cheer. there is confetti in the air. ,dci
sa_1549272,"An old muted-blue car is appearing in the foreground, with various shadows obscuring the direct sunlight on some of the areas of the photo. Two buildings are behind the old car, one having white painted walls and one having marble brick walls. ",dci
sa_1549273,Three statues are in the image. There are trees in the background.,dci
sa_1549275,A bright day in the center of an older building there is a temple like building in the center of the area,dci
sa_1549277,It shows an ornate building with a lot of curves and indents and two towers on the top. There is a large plaza in front of it that includes a fountain and some streets to the side. ,dci
sa_1549280,Outside near a building with multiple open red doors and Asian architecture. ,dci
sa_1549281,"A man is partially seen while he paints a multi-colored, striped vase. A tiled wall and other porcelain objects are seen at left.",dci
sa_1549289,A woman in a robe is seen carrying a large bag of crops on her head near a farm. ,dci
sa_1549291,A bright day in the center of an intersection there is a large building in the background,dci
sa_1549292,a tree with green leafy branches grows in the center below a U-shaped metal structure. the area is circular and a skyscraper is in the background. ,dci
sa_1549293,A man who appears to be a race car driver is standing in the foreground and is looking to his left.  ,dci
sa_1549294,"A large orange, brown, and yellow African daisy with a thick green stem and short oval shaped leaves is in the center of the image surrounded by brown and grey rocks and dirt.",dci
sa_1549295,There is a person throwing a ball in the middle of a dirt area with trees and a building in the background. ,dci
sa_1549296,"In this image, we see a stamp that has a drawing of a round cactus with a flower on top.  The stamp has the name of the cactus at the top.",dci
sa_1549297,"A white suv is parked in front of a building, the vehicle is facing left and it is on the left lane of a road. ",dci
sa_1549299,A little boy is standing on a dirt porch watching a woman.,dci
sa_1549300,A woman in yellow holding a baby in blue in front of a few men near a building in the background.,dci
sa_1549301,this is an airplane with a pilot visible in the window. It's the nose of the plane with a bit of the wing visible.,dci
sa_1549302,A large flag and pole in the middle of an area with trees and cars.,dci
sa_1549303,this is a picture of a hotel with a cloudy blue sky and trees.,dci
sa_1549305,A man and a woman are standing together in the background. There are colorful trees behind the pair. ,dci
sa_1549306,A group of people are sitting on dark couches in a large room for a funeral. A blue and yellow alter for the decedent is in the background on the right side of the image.,dci
sa_1549307,A lit walkway at light on the right there is a row of bicycles,dci
sa_1549311,"A seaside full of establishments and rides that prominently feature a Ferris wheel that appears to be the biggest structure in the area. In this clear sky day, the water is calm and several people are seen near the shore at a distance.",dci
sa_1549312,A ground view of tall skyscrapers covered in light blue windows with palm trees and small plants in the bottom . The sky is a bright blue with a thin layer of clouds on the right side behind the buildings.,dci
sa_1549316,A large parking lot of an airport can be seen in the foreground. An airport terminal building can be seen along the background. ,dci
sa_1549317,People are skating around an ice rink. There is a polar bear statue on the ice.,dci
sa_1549319,"this is a picture of a river and a city skyline in the background. there are buildings, ships, and a whispy cloudy sky. there is also what looks like a radio tower in the right part of the image.",dci
sa_1549323,A bright day looking at a large building there are people working,dci
sa_1549325,"A city skyline in the background under a night sky that looks bit pink, in front there is a large markets made of hundreds of colorful tents. ",dci
sa_1549328,A person can be seen lying on a piece of cardboard on the floor. The floor appears to be made of many cobblestones. ,dci
sa_1549329,Many people are seen sitting and standing outside near a public area with a railing and concrete buildings in the distance. ,dci
sa_1549330,A gray stone castle with two wings,dci
sa_1549331,A child is sitting on the floor and is painting on a piece paper. ,dci
sa_1549332,A view out in public where people are outside walking a street where many concrete posts and shoreside houses are. ,dci
sa_1549334,Here is a scene of a an outdoor area in a Scottish city with traffic flowing and people outside walking around. ,dci
sa_1549336,on the left of the image is a highway line close to the foreground. a view of the city below is seen on the right. ,dci
sa_1549338,A group of people pray in front of a shrine of golden buddha statues.,dci
sa_1549339,Rows of seats on a train; each seat has a poster of coffee on it.,dci
sa_1549341,A man who appears to be a pilot is waving from behind an open window in the cockpit of a plane. ,dci
sa_1549342,The inside of a large multistory room with many windows in the roof.,dci
sa_1549343,A close up of people in a well lit room that is yellow,dci
sa_1549345,A normal day inside of a forest area there are trees everywhere,dci
sa_1549347,A bright day in the center of a street the sky is light blue,dci
sa_1549348,A large group of people can be seen near a canopy tent. There is a large pile of bottled water in the front.,dci
sa_1549351,A bright day in the center of a garden that has a dirt ground,dci
sa_1549352,An area with a dirt and stone floor in the center a temple that is brown,dci
sa_1549355,"a mosaic of cut marble tiles in shapes -pentagon, arrow, and chevron shapes",dci
sa_1549357,"A griddle used for cooking, with cheese covered soft taco shells.  In the right-top corner is a rack of fully cooked tacos with cheese.",dci
sa_1549358,Outside view of a hotel building in public with many glass windows. ,dci
sa_1549359,"Two large red brick buildings, each with four windows on the top two floors.  There are Italian flags hanging from the top two windows of the right-side building.  To the left of the red brick buildings are other colorful buildings with more windows.",dci
sa_1549360,"It shows a rolled up leaf in the foreground, and looking through that, a stately 2 story white building. ",dci
sa_1549361,It shows a stand that has a lot of different types of fruit that are for sale along with baskets and signs with prices. ,dci
sa_1549362,"Marathon runners are seen running on the left side of the street going forward from an inflatable yellow arch. There are different commercial and residential buildings on the left side of the street, along with some power lines and trees.",dci
sa_1549364,Left and right row of buildings separated by a dry water canal in a hill side area.,dci
sa_1549365,It shows a woman in an orange floral dress who is holding curtains and looking out a window. There is a fancy brown wall and lights in the background on the left. ,dci
sa_1549372,Large gothic style building with a tall tower atop the tower is a flag. A statue with a blurred face is to the right.,dci
sa_1549375,A woman with a baby and a child who is sitting in a chair behind three other women,dci
sa_1549376,Group of men and woman drinking and having a party on a beach.,dci
sa_1549377,Three people are around a bucket of fish.,dci
sa_1549379,"A poster of a musical is seen posted on a gray electrical box. Another poster and another electrical box is on its right, with some smaller posters pasted on the wall on the left.",dci
sa_1549380,Two people are standing beside a large steaming pot.,dci
sa_1549381,A bright day out surrounded by classic cars,dci
sa_1549383,A close up on a lot of different pieces of porcelain ,dci
sa_1549384,A woman sitting on the floor cooking. A red bucket is in front of her.,dci
sa_1549386,A large bed with a metal headboard and foot board can be seen in the middle of the room. A sofa can be seen in the distance.,dci
sa_1549387,A man in blue is backpacking through a green mountainous area.,dci
sa_1549388,Two people are administering first aid to a man inside of what appears to be a cave. ,dci
sa_1549391,A woman in a black robe is standing with a group of men in black robes. There is a red wall in the background with a large black umbrella in front.,dci
sa_1549392,A bright day overlooking a large city and train in the center,dci
sa_1549393,A jeep is parked on the street in snow.,dci
sa_1549394,"There is a black plate that has a food dish on it, including a cream topping and cheese on it. It is on a brown wood table. ",dci
sa_1549395,The inside of a market area it is open and a street is on the right,dci
sa_1549396,A red gazebo at the end of a pier,dci
sa_1549399,A very dark night with a burning building in the background ,dci
sa_1549400,A large row of lights go across the ceiling. There are people walking around.,dci
sa_1549404,Palaces that are golden in color with very thin points that go up towards the sky. They are all intricate and full of luxury.,dci
sa_1549406,"There is a door like opening that shows the roof and sides of buildings. In the distance, there is land far below and a blue sky above.",dci
sa_1549407,There are buildings on the left side and in the background.,dci
sa_1549409,"An exposed building with short walls that do not go all the way to the roof. The roof structure is made of hay laid on grill frames, supported by blue metal rods and brick support columns.",dci
sa_1549411,It shows a walkway that has a lot of buildings on the left including a lot of restaurants. There are trees on the right and then a railing that leads to water. ,dci
sa_1549412,A bright day in a type of valley there is a river running through it,dci
sa_1549414,"In front of forests on a hill, there are dozens of spectators and participants of an off-road motorcycle race waiting behind metal portable barricades.",dci
sa_1549419,An interior of a building has white walls and red wood small tables in rows in front of a platform.,dci
sa_1549420,A bright day in the center of a group people with trees in the background,dci
sa_1549422,A man is using a computer that is located within a server room. ,dci
sa_1549424,A large picture of a saint is hanging on a tan wall behind two small tables covered in a white cloth with candles and another picture on top.,dci
sa_1549428,Here is a view of a downtown Asian city in a public shopping district with traffic on the streets. ,dci
sa_1549429,An view of two old buildings against a brick road.,dci
sa_1549431,Two signs are leaning against a high curb in front of a lawn and a big brick building.  The bottom of building is in image and the signs are on bottom left of image. ,dci
sa_1549433,It shows a stand that has a lot of clothing on racks and people in front of it. There are buildings on the sides and a big building in the back. ,dci
sa_1549435,A group of people marching dressed as soldiers,dci
sa_1549436,"There are long strips of fabric that have identical designs connected together. On the bottom there are light blue ones, in the middle and on the right there are brown ones and there is a lighter one by the top.",dci
sa_1549438,A very bright day overlooking a wind farm,dci
sa_1549442,A store that sells watches can be seen in the background.  ,dci
sa_1549443,There is a walkway that goes forward and to the right and that has trees on them. There is a building in the middle. ,dci
sa_1549444,Two off white mini Gucci shoulder bags placed on top of a round dark red table. A grey Gucci bag in in the top left corner.,dci
sa_1549445,"Red, white and blue bunting flags on several ropes tied to a tree trunk in front of a three-story building under a clear sky.",dci
sa_1549447,A group of five women can be seen taking a selfie together. There is a temple and a bridge in the background.,dci
sa_1549448,Cars driving highways leading to a city skyline in the back in a partially cloudy day.,dci
sa_1549449,There is a small fountain spouting water. There is a body of water on the right side of the image.,dci
sa_1549450,A woman is holding a bunch of flowers in front of a tall green hedge.  Leaves are behind the hedge in background. ,dci
sa_1549451,Three people jogging on a brick path that goes through the woods on a cool fall day. ,dci
sa_1549453,Two women are swimming in a large swimming pool filled with light green water while other people are sitting in chairs around the pool. Trees and tall hills are in the background.,dci
sa_1549455,Two couples are sitting on the floor of an open restaurant eating their food while looking out at a view of the mountains and cloud cover during sunset.,dci
sa_1549457,"A man in a blue jacket rides his bicycle down a road, alongside a construction ad featuring various people bending down.",dci
sa_1549458,A scene of an outdoor public section of a small city featuring multiple buildings and pedestrians on the streets. ,dci
sa_1549459,"A light blue car is parked on top of a rectangular podium. Several buildings, and a triumphal arch, can be seen in the background. ",dci
sa_1549460,An alley at night with buildings on both side,dci
sa_1549461,A moped is parked on the sidewalk. There is a large tree behind a tent.,dci
sa_1549462,A view outside in front of a castle building with white concrete.,dci
sa_1549464,Three men riding horses,dci
sa_1549465,The outside of a building with an unpainted dull gray exterior. ,dci
sa_1549466,This is a small Fiat 500 automobile that is advertising Napoletana Gelato.,dci
sa_1549467,A scene of an area of water with boats docked and an apartment complex seen in the background. ,dci
sa_1549468,A phone is being held in a hand.,dci
sa_1549469,A stone house with no roof is in the middle of trees.,dci
sa_1549471,A black and blue statue of a woman is standing on the edge of a balcony facing the front of the image. ,dci
sa_1549473,"In a medieval reenactment, two people in medieval armors are fighting with swords. Other people in medieval clothes are observing nearby. ",dci
sa_1549474,A ship sits near the dock on a calm sea. Behind it are buildings and above it a cloudy sky.,dci
sa_1549477,A large body of water can be seen with several small boats on the water. There are multiple tall buildings in the background.,dci
sa_1549478,A scene of attached houses together on a nearby town area with a street that has traffic flowing. ,dci
sa_1549479,A bright day in the middle of parade ,dci
sa_1549481,People walking barefoot down tiled walkway.,dci
sa_1549486,"A street scene with two sidewalks, both full of pedestrians.  On the right side there are cream colored buildings with many floors and windows.  On the left side there is a river and bridge.",dci
sa_1549487,A snowy front yard with kids playing while dressed in puffy jackets and beanies.  To the left is a log cabin and to the right is a black car.,dci
sa_1549488,A view of a large concrete building in the distance with a public park area where statues line a concrete wall. ,dci
sa_1549489,It shows a group of people walking with one holding up a sign in the middle. There is greenery in front of them and behind them. ,dci
sa_1549491,it shows a picture of a truck in a very rocky area with a weathered building behind it. ,dci
sa_1549493,"A group of younger people sit outside on grey cobblestone road listening to a man play an acoustic guitar, all next to the edge of a canal. A small group of people circle the guitar player as the rest of them sit nearby and converse with each other.",dci
sa_1549494,"This is a picture of a city square from above. In the foreground, you see a ton of people in streets and several tents on the roadway. Then there's a tight block of buildings - definitely in europe because the construction if all the buildings tied together in squares with streets between. In the middle, there's another street with awnings sticking out from them and people walking between them. There are many buildings in the background.",dci
sa_1549495,It shows three people who are in a watery area that has plants coming out of it. There is green land in the background. ,dci
sa_1549496,It shows a blue light on top of a gray surface. The sky is in the background ,dci
sa_1549501,A bright dday overlooking some buildings on the left there is a cannon as well,dci
sa_1549502,"A black Mercedes S560 with a convertible top is parked on the side of the road in a very nice little town. The town looks like it could be European, with small shops, villas, apartments, and flowers line the street.",dci
sa_1549503,A bright day inside of a city area there are cars beloew,dci
sa_1549504,Men and women relaxing at an event,dci
sa_1549507,A series of packaged stickers hanging on racks in a store.  They have price tags above them.,dci
sa_1549508,People are riding bikes in the road. There is a car parked on the side.,dci
sa_1549510,A man walks among a herd of goats.,dci
sa_1549511,"A very busy city with a lot of people walking, sitting, and standing. Cars, stores, and buildings are also seen in this area.",dci
sa_1549512,A dark night with two buildings brightly lit up in a square ,dci
sa_1549514,A room with a dark brown door and a light colored door,dci
sa_1549515,There is a bed in the middle of the image. There is a white curtain hanging on the wall.,dci
sa_1549516,"The group of tall, gray stone ramparts in this image are surrounded by green and yellow grass.  There is a stone bridge on the right side leading into a rampart.",dci
sa_1549519,A darker day overlooking a large city,dci
sa_1549523,A brick three-story building with ornamented windows,dci
sa_1549525,"This is a group of tables at an outdoor display on a brick pathway, being attended by lots of young adults, there's a Limebike in the foreview and what looks like university classroom's in the background.",dci
sa_1549527,A very bright day above a forest area eith a large building in the center of it,dci
sa_1549528,Three women are smiling for the camera from behind a table that has food on it. ,dci
sa_1549530,A guy with a blue shirt stands on a white ladder while another guy stands near the base of the ladder and observes his actions. The two men are in a large convention center being set up for an expo.,dci
sa_1549531,It shows a red golf cart in the middle of an expansive green field on a golf course. ,dci
sa_1549532,A cellphone on a desk with an app Police Scanner X available for download.,dci
sa_1549533,"A religious alter with a golden cross in the middle flanked by three white candles on gold candlesticks to each side.  Above and behind is a white-and-gold vertical rectangular carving of a holy person in robes, standing on white clouds with gold beams coming out of them.",dci
sa_1549534,A person in a blue jumpsuit and white gloves is sanding a long dark piece of metal.,dci
sa_1549535,"A man walking with two sticks, one in each hand. ",dci
sa_1549536,"A concrete plaza with stairs, blue and white flag, and fence overlook a crowded beach, ocean, and hotels.",dci
sa_1549537,A group of people at an outdoor market,dci
sa_1549538,"People competing in an athletic competition are at a corner of a road with cars behind the cones set up to separate the lanes. There is a red traffic light behind the competitors and pillars with red, white and blue flags to their right",dci
sa_1549539,A street vendor stands behind a stall in the foreground. More vendors and people can be seen in the background. ,dci
sa_1549545,Four green buses are parked in parking spots. There is a building in the background.,dci
sa_1549546,A view of a public town area with a road with a railing on one side and a public road on the other. ,dci
sa_1549547,The interior of an empty subway car in China. The car is parked in a station and its doors are opened. ,dci
sa_1549548,"A lighter color wall runs along the middle of the image with a shadowed field of trees at foreground. Behind the wall, a few buildings rise up at top left, while a hazy ridge of mountains provides a backdrop for the whole scene.",dci
sa_1549549,Many people can be seen sitting at small tables with purple chairs. A large blue umbrella can be seen over one of the tables.,dci
sa_1549550,A group of kids are in a circle with their feet touching and they are holding hands.,dci
sa_1549552,A red and white sign with text on it.,dci
sa_1549555,"A small, red Torri gate stands on the side of a road. A field and trees can be seen along the background.   ",dci
sa_1549556,A scene in a cemetery with erected headstones. ,dci
sa_1549558,It shows the inside of a store with a lot of clothing on racks and clothing on a mannequin on the left. ,dci
sa_1549560,A road that is leading leading towards a building.,dci
sa_1549562,A desolate landscape with old buildings in the background that look abandoned. ,dci
sa_1549563,"A woman walking down the sidewalk of a city street, away from the camera, and towards other people walking towards the camera.  On the left side of the sidewalk is a stone wall with graffiti on it, and on the right side is a street with cars, and buildings on the far side of it.",dci
sa_1549564,Many people are standing together. There are some people holding up signs.,dci
sa_1549565,Two buildings in front of a green hedge.,dci
sa_1549567,A bright day watching a very colorful demonstration the ground is gray and rock,dci
sa_1549568,Many people riding bikes on the streets of a city. ,dci
sa_1549570,Inside of a mall or a store looking at one singular store window,dci
sa_1549572,"Three men fishing, standing on rocks near the ocean",dci
sa_1549573,A statue is at the bottom of the image. There is a large brick building behind it.,dci
sa_1549574,"A road is featured in the photo with a sideway on the right with some light poles,  fence, and trees. At a distance, tall sandstone cliffs are seen obscuring a clear blue sky.",dci
sa_1549575,There is a street with many cars in it. There are buildings on the left and right sides of the street.,dci
sa_1549577,A view outside near a body of water with boats docked alongside multicolored houses on the side of a bay. ,dci
sa_1549578,It shows a big body of water that has small and large boats on it. In the background there is the shore that has a lot of plants and trees as well as buildings on it.,dci
sa_1549579,"A pathway runs between two fences lined with curved lampposts. Two rows of buildings sit on the edges of the image, which is seen through the links of a chain fence.",dci
sa_1549581,People in an airport terminal. There are four in the foreground (one facing backwards) and more in the background.,dci
sa_1549582,Several boxes of a contact lenses product are lined up along a store shelf.    ,dci
sa_1549583,"A shirtless man in a dirty street, pushing a sword into his own cheek. He's wearing a white headband around his forehead, and white pants with a black-and-white striped sash.",dci
sa_1549585,A woman with a beverage vending stand attached to the back of a three-wheeled pedal bike.,dci
sa_1549586,There is an ornate gray building. It has a parking lot to the left and stairs in front of it.  ,dci
sa_1549589,Sticky notes and paper notes are seen attached to a pin board on a wall. ,dci
sa_1549590,It shows a row of busses that are yellow with leaf designs along the sides as well as black windows. There is green grass on the ground and a big building to the left and the blue sky up above. ,dci
sa_1549591,"A water fountain on the left of the photo is built-in to the brick floor of what appears to be a town center. Surrounding trees, buildings, cars and people are scattered around the area.",dci
sa_1549592,A row of six porcelain sinks in a counter,dci
sa_1549594,Volleyball players are playing a game of volleyball.,dci
sa_1549597,It shows a big crowd going up sloping stands in a stadium. There are some big banner signs in the middle. ,dci
sa_1549598,A view of people walking up a hill over looking a ton of trees with a city background. ,dci
sa_1549599,A bright day in the center of a gate that leads to a large building,dci
sa_1549601,A staircase leading to a temple,dci
sa_1549602,"A statue of a religious figure on top of a brown stone base and surrounded by a red brick circular courtyard.  Around the courtyard there is a variety of greenery including trees, bushes and grass.",dci
sa_1549604,A group of people are standing in an outdoor area. Most of the people are holding water guns. ,dci
sa_1549605,It shows two women in white dresses who are walking in the front and holding hands. There are three more women walking in the back. ,dci
sa_1549606,A large black statue sits on top of a stone pedestal.,dci
sa_1549608,"Two tall skyscrapers rise up into the blue sky. A brown building at right has a flat front face, while the building at left  features curves and odd angles.",dci
sa_1549610,Here is a view of the top of a tower with electrical wiring and devices hooked up.,dci
sa_1549611,A museum with people in front of it.,dci
sa_1549613,It shows big wheels on the side of a truck. There are other vehicles around it. ,dci
sa_1549614,The image is taken from inside of a building and looking up. Multiple floors of the building can be seen through a large gap in the center. ,dci
sa_1549615,It shows a rainy outdoor area with a street and a big building in the background. There are shorter buildings to the right and planters in the foreground. ,dci
sa_1549616,The inside of a shop can be seen. There is a large display of wine in the front of the shop.,dci
sa_1549617,A digital speed limit sign with a red and white border is in the center of the image with a blue sky and tall green trees in the background.,dci
sa_1549618,A bright room with cars in it the roofs and gray,dci
sa_1549620,A green tree in front of some buildings and people.,dci
sa_1549621,A tall red arch towers over a brick plaza,dci
sa_1549622,A black and white photo of a fence and the inside of it as well.,dci
sa_1549625,A man stands at the top of a staircase and in front of a dark alley. The alley is between two buildings that flank the staircase.,dci
sa_1549626,A stone table with human bones on top as well as a few old pieces of pottery.,dci
sa_1549638,A large elephant can be seen inside an enclosure. There is a white building with a gray tin roof in the background.,dci
sa_1549639,The top of a round yellow building with a cone shaped brown tile roof is visible above a thick line of trees along the bottom of the image. More buildings mixed in between trees are visible in the background.,dci
sa_1549641,Here is a scene of a residential area of a town with a crosswalk where multiple concrete buildings are seen in the distance. ,dci
sa_1549642,A ship has many large containers on it of different colors.,dci
sa_1549643,A close up of a B-2 stealth bomber parked on a tarmac on a wet overcast day. A runway is visible behind the bomber surrounded by short green grass.,dci
sa_1549644,The upper part of the Leaning Tower of Pisa under a clear and sunny blue sky. There are six visible stories in the photo and the tower is leaning toward the left.,dci
sa_1549646,"This is a picture of a high jumper clearing a jump. The man is in a tank top, which is mostly blue, with red on the side and white strips separating the red and blue. He has high socks on and athletic shoes. He's in the middle of clearing the bar. He's in a large warehouse, with florescent lights in the ceilings and large rafters overtop. In the background, there are a few people waiting, watching him jump. There's also what appears to be a coach to the left, in a blue and white windbreaker and a cameraman taking a picture of him jumping.",dci
sa_1549649,A tall rock face that is jutting into the sky,dci
sa_1549651,A tall concrete building with many rows of small windows along the upper section and large arched windows along the lower floors.  There is a pink flowering tree to the left and a graveyard in front of the building.,dci
sa_1549653,"On a grass field with fallen leaves divided by a pony wall, there is two huge trees and several tomb stones surrounding them. ",dci
sa_1549654,A statue of a man on top of a large stone column.,dci
sa_1549656,People walking about in an open area in a city lined by palm trees and streetlights during the day under a cloudy sky. People can be seen sitting among big umbrellas near buildings on the side of the lined walkway.,dci
sa_1549657,A brightly clothed woman standing in front of a black sculpture in front of a decorated wooden door.,dci
sa_1549659,A vintage white car with large circular lights on either side of the center metal grill.  The interior of the car is red and black.,dci
sa_1549662,There are brick buildings on the left and right of the image. The ground is made of asphalt.,dci
sa_1549665,This shows a picture of the Astronomical clock in Prague. It has an intricate clock mechanism with two circles inscribed into the side of a tower.,dci
sa_1549666,It shows a group of people in suits and fancy outfits posing for a picture while holding up papers. ,dci
sa_1549669,An outside view of a busy shopping mall in a tropical setting.,dci
sa_1549671,A rectangular archway in rainbow colors is surrounded by different flags.,dci
sa_1549672,"A city skyline stands in front of a mountain range. Taller skyscrapers line the middle of the image, with shorter buildings in the foreground.",dci
sa_1549673,"A smartphone screen can be seen. The screen is black with a ""Google Calendar,"" app seen on the screen.",dci
sa_1549675,An airplane is on a runway.,dci
sa_1549676,"A large multi-color poster of a world map, hanging on a wall. There is an American flag next to it. ",dci
sa_1549677,"A playground in a park is seen with a child standing on a platform holding a bubble maker toy. The park has some trees in the background, filled with other playground equipments.",dci
sa_1549678,A large outdoor area with a stone floor can be seen in the foreground. There is a tall mountain that has trees growing on its side in the background.  ,dci
sa_1549679,A drum major dressed in white leads a band of flutists in a parade.,dci
sa_1549680,A cemetery with rows of crosses is surrounded by trees. A hill rises up in the background. ,dci
sa_1549684,This is a building with rounded roofs made out of dark colored glass.  The sign on the front of the building reveals that it is a mosque.,dci
sa_1549686,Blue Volks Wagon van. The side and back doors are open.,dci
sa_1549689,Cars are parked in the middle of the image. There are buildings in the background.,dci
sa_1549690,a Buddhist shrine sits at the bottom of a rocky formation. there are leafy vines hanging down the formations on the left. ,dci
sa_1549691,Many colorful buildings overlook a harbor with boats in the green-blue ocean.,dci
sa_1549692,A collection of green tropical plants in planters.,dci
sa_1549693,A gondola lift has a orange passenger cabin attached to it.,dci
sa_1549695,People walk near a subway station in a city. There are a number of large buildings off to one side. ,dci
sa_1549696,A large cityscape is against a blue and white sky with the sun glowing gold towards the bottom and landing docks on the water in the foreground,dci
sa_1549697,There are people standing in a paved open area near several light colored buildings on a clear day with a bright blue sky.,dci
sa_1549698,A green patina statute on a white stone pillar holding three stars.,dci
sa_1549699,A castle with large pointed turrets and an ancient look with a vineyard on its grounds under a blue sky. ,dci
sa_1549700,A small village can be seen by a body of water. There are many small houses seen next to the water.,dci
sa_1549701,Cylinder shaped neatly trimmed bushes. They are reddish brown in color. ,dci
sa_1549704,"An outdoor market in an old town.  Surrounding a tented merchant are old white buildings and an outdoor seating area of a coffee shop or restaurant, plus some trees.",dci
sa_1549706,A large fish market with neatly organized displays and bright colorful signs. There is a room where some people are sitting down and eating and two others are conversing in between the aisles of food,dci
sa_1549708,There is a body of water at the bottom of the image. There are houses in the background.,dci
sa_1549710,"A man riding a folding facing away from the camera on the left side, while cars driving toward the camera on the right side",dci
sa_1549711,A view of an outdoor clothing shop with people visible beside a green building. ,dci
sa_1549716,There is a large and ornate tan colored building with many windows with curved tops throughout it. ,dci
sa_1549718,A woman in a white booth at a trade show.,dci
sa_1549721,A concrete lightly colored church or cathedral is seen outside under a blue sky.,dci
sa_1549723,"A rectangular light-blue building with a clear blue sky above it.  In front of the building is a brick driveway, some grass and trees, and a brick walkway.  To its right is a stone wall and some more green trees and bushes.",dci
sa_1549724,Rows of trees with purple leaves stand in a large field of green and brown grass.  There are two parallel rows of trees in the middle of the image. ,dci
